dup_id,chosen,alternatives
dup:a54fbdbc05d4,"
<SURNAME/>是。<c12/>前辈！
<SURNAME/>前辈主动搭话，超感动！
<SURNAME/>因为前辈超帅，我一直憧憬着您呢〜","
<SURNAME/>是。<c12/>前辈!
<SURNAME/>前辈主动搭话、超兴奋的说!
<SURNAME/>前辈超帅、我一直憧憬的哟〜 || 
<SURNAME/>是的。<c12/>前辈!
<SURNAME/>前辈主动跟我说话，超兴奋的说!
<SURNAME/>因为前辈超酷的，我一直很崇拜的说〜"
dup:67f371a31231,"
<SURNAME/>太感激了！<SURNAME/>太感激了！
<SURNAME/>一直担心的雀斑消失了！
<SURNAME/>这也是实现梦想的咒语的功劳啊！","
<SURNAME/>太感激了!<SURNAME/>太感激了!
<SURNAME/>一直担心的雀斑消失了!
<SURNAME/>这也是多亏了实现梦想的咒语啊! || 
<SURNAME/>太感激了!<SURNAME/>太感激了!
<SURNAME/>一直担心的雀斑消失了!
<SURNAME/>这都多亏实现梦想的咒语啊!"
dup:e889c4af57d7,"
<SURNAME/>学园祭快到了呢…<pause:15/>
<SURNAME/>听说很多女生是奔着前辈来的…<pause:15/>
<SURNAME/>但今年估计没戏了吧…","
<SURNAME/>学园祭快到了呢…<pause:15/>
<SURNAME/>听说很多女孩是奔着前辈来的…<pause:15/>
<SURNAME/>但今年不行了吧…"
dup:b28831c5efb6,"
<SURNAME/>我也变成这副模样了…<pause:15/>
<SURNAME/>本来还想沾点光的…<pause:15/>
<SURNAME/>明明特意选了这所学校为了学园祭的…","
<SURNAME/>我也变成这副模样了…<pause:15/>
<SURNAME/>本想沾点光的…<pause:15/>
<SURNAME/>好不容易选了这学校呢…"
dup:a114868ead6c,"
<SURNAME/>别老盯着我看！
<SURNAME/>我也不想这副样子来学校啊。
<SURNAME/>但最喜欢的校长说不准请假…","
<SURNAME/>别一直盯着我看!
<SURNAME/>我也不想这样来学校啊。
<SURNAME/>但最爱的校长说别请假… || 
<SURNAME/>请不要一直盯着我看!
<SURNAME/>我也不想这副样子来学校的。
<SURNAME/>但是，我最喜欢的校长先生说不要请假…"
dup:13c2373a7a66,皮克希,皮克西
dup:b7979d7b5aac,\n<SURNAME/><c14/>!!\n<SURNAME/>你，是今天的老大吧!?\n<SURNAME/>说她不准去，命令她别去啊!\n,"
<SURNAME/><c14/>!!
<SURNAME/>你，是今天的头儿吧!?
<SURNAME/>快下令说不行，不能走啊!
"
dup:37c8635f0c26,\n<SURNAME/>淳!!\n<SURNAME/>你也说点什么啊!!\n<SURNAME/>和大姐姐分开，真的好吗!?\n,"
<SURNAME/>纯!!
<SURNAME/>你也说点啥啊!
<SURNAME/>和姐姐分开，真的好吗!?
"
dup:f3e3cb54f422,"
<SURNAME/>不让你走…<pause:30/>
<SURNAME/>就不让你走!!
","
<SURNAME/>不让她去…<pause:30/>
<SURNAME/>就是不让她去!!
"
dup:aad23017dc9e,\n<SURNAME/>如果把她关在神社直到明天，\n<SURNAME/>大姐姐，就哪里也去不了啦!!\n,"
<SURNAME/>把你关在神社到明天，
<SURNAME/>姐姐，就哪儿也去不了啦!!
"
dup:7a81c6e77592,"
<SURNAME/><c1d:9/>里面什么也没有。<c1d:1/>
","
<SURNAME/><c1d:9/>空无一物。<c1d:1/>
 || 
<SURNAME/><c1d:9/>里面什么都没有。<c1d:1/>
"
dup:154645c98405,"<pause:0/><c1e:0/>召唤【MAGICIAN】
Persona所需","<pause:0/><c1e:0/>【MAGICIAN(マジシャン)】
Persona召唤所需 || <pause:0/><c1e:0/>【MAGICIAN(魔术师)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【魔术师】
Persona所需"
dup:40bc84e5dc07,"<pause:0/><c1e:0/>召唤【PRIESTESS】
Persona所需","<pause:0/><c1e:0/>【PRIESTESS(プリエステス)】
Persona召唤所需 || <pause:0/><c1e:0/>【PRIESTESS(女祭司)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【女祭司】
Persona所需"
dup:c9acc3ff5e84,"<pause:0/><c1e:0/>召唤【EMPRESS】
Persona所需","<pause:0/><c1e:0/>【EMPRESS(エンプレス)】
Persona召唤所需 || <pause:0/><c1e:0/>【EMPRESS(皇后)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【女皇】
Persona所需"
dup:daaf74752f2f,"<pause:0/><c1e:0/>召唤【EMPEROR】
Persona所需","<pause:0/><c1e:0/>【EMPEROR(エンペラー)】
Persona召唤所需 || <pause:0/><c1e:0/>【EMPEROR(皇帝)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【皇帝】
Persona所需"
dup:2dd464ad8b63,"<pause:0/><c1e:0/>召唤【HIEROPHANT】
Persona所需","<pause:0/><c1e:0/>【HIEROPHANT(ハイエロファント)】
Persona召唤所需 || <pause:0/><c1e:0/>【HIEROPHANT(教皇)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【教皇】
Persona所需"
dup:6072172b624f,"<pause:0/><c1e:0/>召唤【LOVERS】
Persona所需","<pause:0/><c1e:0/>【LOVERS(ラバーズ)】
Persona召唤所需 || <pause:0/><c1e:0/>【LOVERS(恋人)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【恋人】
Persona所需"
dup:b68ab71c86e4,"<pause:0/><c1e:0/>召唤【CHARIOT】
Persona所需","<pause:0/><c1e:0/>【CHARIOT(チャリオット)】
Persona召唤所需 || <pause:0/><c1e:0/>【CHARIOT(战车)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【战车】
Persona所需"
dup:fc983ee18c7f,"<pause:0/><c1e:0/>召唤【STRENGTH】
Persona所需","<pause:0/><c1e:0/>【STRENGTH(ストレングス)】
Persona召唤所需 || <pause:0/><c1e:0/>【STRENGTH(力量)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【力量】
Persona所需"
dup:941e6471ca8b,"<pause:0/><c1e:0/>召唤【HERMIT】
Persona所需","<pause:0/><c1e:0/>【HERMIT(ハーミット)】
Persona召唤所需 || <pause:0/><c1e:0/>【HERMIT(隐者)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【隐者】
Persona所需"
dup:fb2ad6e0fe0b,"<pause:0/><c1e:0/>【FORTUNE】的
Persona召唤所需","<pause:0/><c1e:0/>【FORTUNE(フォーチューン)】
Persona召唤所需 || <pause:0/><c1e:0/>【FORTUNE(命运之轮)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【命运之轮】
Persona所需"
dup:7ea4c6893e3e,"<pause:0/><c1e:0/>【JUSTICE】的
Persona召唤所需","<pause:0/><c1e:0/>【JUSTICE(ジャスティス)】
Persona召唤所需 || <pause:0/><c1e:0/>【JUSTICE(正义)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【正义】
Persona所需"
dup:cbf12464667d,"<pause:0/><c1e:0/>【HANGEDMAN】的
Persona召唤所需","<pause:0/><c1e:0/>【HANGEDMAN(ハングドマン)】
Persona召唤所需 || <pause:0/><c1e:0/>【HANGEDMAN(倒吊人)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【倒吊人】
Persona所需"
dup:428535ec4652,"<pause:0/><c1e:0/>【DEATH】的
Persona召唤所需","<pause:0/><c1e:0/>【DEATH(デス)】
Persona召唤所需 || <pause:0/><c1e:0/>【DEATH(死神)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【死神】
Persona所需"
dup:a23e93600c5e,"<pause:0/><c1e:0/>【TEMPERANCE】的
Persona召唤所需","<pause:0/><c1e:0/>【TEMPERANCE(テンペランス)】
Persona召唤所需 || <pause:0/><c1e:0/>【TEMPERANCE(节制)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【节制】
Persona所需"
dup:90bcf10ded18,"<pause:0/><c1e:0/>【DEVIL】的
Persona召唤所需","<pause:0/><c1e:0/>【DEVIL(恶魔)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【DEVIL】
Persona所需 || <pause:0/><c1e:0/>召唤【恶魔】
Persona所需"
dup:2ccc47c03e94,"<pause:0/><c1e:0/>【TOWER】的
Persona召唤所需","<pause:0/><c1e:0/>【TOWER(塔)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【TOWER】
Persona所需 || <pause:0/><c1e:0/>召唤【塔】
Persona所需"
dup:77bdc283c1ef,"<pause:0/><c1e:0/>【STAR】的
Persona召唤所需","<pause:0/><c1e:0/>【STAR(星星)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【STAR】
Persona所需 || <pause:0/><c1e:0/>召唤【星星】
Persona所需"
dup:f5281e5c5ac5,"<pause:0/><c1e:0/>【MOON】的
Persona召唤所需","<pause:0/><c1e:0/>【MOON(月亮)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【MOON】
Persona所需 || <pause:0/><c1e:0/>召唤【月亮】
Persona所需"
dup:4431eb759542,"<pause:0/><c1e:0/>【SUN】的
Persona召唤所需","<pause:0/><c1e:0/>【SUN(太阳)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【SUN】
Persona所需 || <pause:0/><c1e:0/>召唤【太阳】
Persona所需"
dup:55e52fdac191,"<pause:0/><c1e:0/>【JUDGEMENT】的
Persona召唤所需","<pause:0/><c1e:0/>【JUDGEMENT(审判)】
Persona召唤所需 || <pause:0/><c1e:0/>召唤【JUDGEMENT】
Persona所需 || <pause:0/><c1e:0/>召唤【审判】
Persona所需"
dup:3e084622409b,"<pause:0/><c1e:0/>【WORLD】的
Persona召唤所需","<pause:0/><c1e:0/>召唤【WORLD】
Persona所需 || <pause:0/><c1e:0/>召唤【世界】
Persona所需 || <pause:0/><c1e:0/>召唤【世界】
所需的卡牌"
dup:dd077667b8b5,"<pause:0/><c1e:0/>【FOOL】的
Persona召唤所需","<pause:0/><c1e:0/>召唤【FOOL】
Persona所需 || <pause:0/><c1e:0/>召唤【愚者】
Persona所需 || <pause:0/><c1e:0/>召唤【愚者】
所需的卡牌"
dup:4935f4c96270,"<pause:0/><c1e:0/>空白塔罗卡。
带到某处的话...?","<pause:0/><c1e:0/>空白塔罗牌。
带到某处的话...? || <pause:0/><c1e:0/>空白的塔罗牌。
带到某处可能...？ || <pause:0/><c1e:0/>空白的塔罗牌。
带到某处的话...?"
dup:527bd3bbcddf,"<pause:0/><c1e:0/>【PRIESTESS】拉克什米
召唤所需卡","<pause:0/><c1e:0/>【PRIESTESS】拉克什米
召唤所需卡片 || <pause:0/><c1e:0/>【女祭司】拉克什米
召唤所需卡片 || <pause:0/><c1e:0/>召唤【女教皇】拉克什米
所需的卡牌"
dup:51a41fe8c6c0,"<pause:0/><c1e:0/>【PRIESTESS】伊邪那美
召唤所需卡","<pause:0/><c1e:0/>【PRIESTESS】伊邪那美
召唤所需卡片 || <pause:0/><c1e:0/>【女祭司】伊邪那美
召唤所需卡片 || <pause:0/><c1e:0/>召唤【女教皇】伊邪那美
所需的卡牌"
dup:0a85dedd7a2e,"<pause:0/><c1e:0/>【EMPRESS】盖亚
召唤所需卡","<pause:0/><c1e:0/>【EMPRESS】盖亚
召唤所需卡片 || <pause:0/><c1e:0/>【女皇】盖亚的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【女皇】盖亚
所需的卡牌"
dup:f467c9c712b4,"<pause:0/><c1e:0/>【EMPRESS】迦梨
召唤所需卡","<pause:0/><c1e:0/>【EMPRESS】迦梨
召唤所需卡片 || <pause:0/><c1e:0/>【女皇】迦梨的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【女皇】迦梨
所需的卡牌"
dup:d962989bff2d,"<pause:0/><c1e:0/>【EMPEROR】毗湿奴
召唤所需卡","<pause:0/><c1e:0/>【EMPEROR】毗湿奴
召唤所需卡片 || <pause:0/><c1e:0/>【皇帝】毗湿奴的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【皇帝】毗湿奴
所需的卡牌"
dup:2e2c83343a81,"<pause:0/><c1e:0/>【EMPEROR】奥丁
召唤所需卡","<pause:0/><c1e:0/>【EMPEROR】奥丁
召唤所需卡片 || <pause:0/><c1e:0/>【皇帝】奥丁的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【皇帝】奥丁
所需的卡牌"
dup:d01bf7570f43,"<pause:0/><c1e:0/>【HIEROPHANT】梵天
召唤所需卡","<pause:0/><c1e:0/>【HIEROPHANT】梵天
召唤所需卡片 || <pause:0/><c1e:0/>【教皇】梵天的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【教皇】梵天
所需的卡牌"
dup:f5dc62d17b7c,"<pause:0/><c1e:0/>【HIEROPHANT】释迦
召唤所需卡","<pause:0/><c1e:0/>【HIEROPHANT】释迦
召唤所需卡片 || <pause:0/><c1e:0/>【教皇】释迦的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【教皇】释迦
所需的卡牌"
dup:d3e53498f032,"<pause:0/><c1e:0/>【CHARIOT】湿婆
召唤所需卡","<pause:0/><c1e:0/>【CHARIOT】湿婆
召唤所需卡片 || <pause:0/><c1e:0/>【战车】湿婆的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【战车】湿婆
所需的卡牌"
dup:100fde270b8b,"<pause:0/><c1e:0/>【FORTUNE】诗寇蒂
召唤所需卡","<pause:0/><c1e:0/>【FORTUNE】斯库尔德
召唤所需卡片 || <pause:0/><c1e:0/>【命运】斯库尔德的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【命运】诗寇蒂
所需的卡牌"
dup:84e98dac3275,"<pause:0/><c1e:0/>【JUSTICE】毗沙门天
召唤所需卡","<pause:0/><c1e:0/>【JUSTICE】毗沙门天
召唤所需卡片 || <pause:0/><c1e:0/>【正义】毗沙门天的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【正义】毗沙门天
所需的卡牌"
dup:f63ad4e26fcb,<pause:0/><c1e:0/>【JUSTICE】哪吒\n召唤所需卡片,"<pause:0/><c1e:0/>【JUSTICE】哪吒的\n召唤所需的卡片 || <pause:0/><c1e:0/>【正义】哪吒的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【正义】哪吒
所需的卡牌"
dup:685a006c7335,"<pause:0/><c1e:0/>【DEATH】卡戎的
召唤所需的卡片","<pause:0/><c1e:0/>【DEATH】卡戎
召唤所需卡片 || <pause:0/><c1e:0/>【死亡】卡戎的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【死亡】卡戎
所需的卡牌"
dup:e70302dccbe9,"<pause:0/><c1e:0/>【TEMPERANCE】朱雀的
召唤所需的卡片","<pause:0/><c1e:0/>【TEMPERANCE】朱雀
召唤所需卡片 || <pause:0/><c1e:0/>【节制】朱雀的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【节制】朱雀
所需的卡牌"
dup:e19e23242dd8,"<pause:0/><c1e:0/>【DEVIL】路西法的
召唤所需的卡片","<pause:0/><c1e:0/>【DEVIL】路西法
召唤所需卡片 || <pause:0/><c1e:0/>【恶魔】路西法的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【恶魔】路西法
所需的卡牌"
dup:05c2a039e819,"<pause:0/><c1e:0/>【STAR】伊里斯的
召唤所需的卡片","<pause:0/><c1e:0/>【STAR】伊里斯
召唤所需卡片 || <pause:0/><c1e:0/>【星星】伊里斯的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【星星】伊丽丝
所需的卡牌"
dup:90d6d2fd0a54,"<pause:0/><c1e:0/>【MOON】南纳尔的
召唤所需的卡片","<pause:0/><c1e:0/>【MOON】Nannarl
召唤所需的卡牌 || <pause:0/><c1e:0/>【月亮】南纳尔的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【月亮】南纳尔
所需的卡牌"
dup:81e76392e726,"<pause:0/><c1e:0/>【SUN】毗卢遮那的
召唤所需的卡片","<pause:0/><c1e:0/>【SUN】Virochana
召唤所需的卡牌 || <pause:0/><c1e:0/>【太阳】毗卢遮那的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【太阳】毗卢遮那
所需的卡牌"
dup:3949724a22d9,"<pause:0/><c1e:0/>【SUN】伊尔达纳赫的
召唤所需的卡片","<pause:0/><c1e:0/>【SUN】Ildanach
召唤所需的卡牌 || <pause:0/><c1e:0/>【太阳】伊尔达纳的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【太阳】伊尔达纳
所需的卡牌"
dup:1784780fe99a,"<pause:0/><c1e:0/>【JUDGEMENT】撒旦的
召唤所需的卡片","<pause:0/><c1e:0/>【JUDGEMENT】Satan
召唤所需的卡牌 || <pause:0/><c1e:0/>【审判】撒旦的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【审判】撒旦
所需的卡牌"
dup:2f24712af268,"<pause:0/><c1e:0/>【WORLD】尼约德的
召唤所需的卡片","<pause:0/><c1e:0/>【WORLD】Njord
召唤所需的卡牌 || <pause:0/><c1e:0/>【世界】尼奥尔德的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【世界】尼约德
所需的卡牌"
dup:ca9dfbade592,"<pause:0/><c1e:0/>【FOOL】风魔小太郎的
召唤所需的卡片","<pause:0/><c1e:0/>【FOOL】Fumakotaro
召唤所需的卡牌 || <pause:0/><c1e:0/>【愚者】风魔小太郎的
召唤所需卡片 || <pause:0/><c1e:0/>召唤【愚者】风魔小太郎
所需的卡牌"
dup:eb75ca52201e,"<pause:0/><c1e:0/>Persona的持有魔法中
添加亚基","<pause:0/><c1e:0/>Persona的持有魔法
可添加Agi || <pause:0/><c1e:0/>可习得
阿基 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Agi"
dup:069d70e81ef9,"<pause:0/><c1e:0/>Persona的持有魔法中
添加亚基拉欧","<pause:0/><c1e:0/>Persona的持有魔法
可添加Agilao || <pause:0/><c1e:0/>可习得
阿基拉欧 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Agilao"
dup:832ce0ea4835,"<pause:0/><c1e:0/>Persona的持有魔法中
添加亚基达因","<pause:0/><c1e:0/>Persona的持有魔法
可添加Agidyne || <pause:0/><c1e:0/>可习得
阿基达因 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Agidyne"
dup:f63eb217891e,"<pause:0/><c1e:0/>Persona的持有魔法中
添加玛哈拉基","<pause:0/><c1e:0/>Persona的持有魔法
可添加Maragi || <pause:0/><c1e:0/>可习得
玛哈拉基 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maragi"
dup:70d20fe23ddb,"<pause:0/><c1e:0/>Persona的持有魔法中
添加玛哈拉基翁","<pause:0/><c1e:0/>Persona的持有魔法
可添加Maragion || <pause:0/><c1e:0/>可习得
玛哈拉基翁 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maragion"
dup:6685490d3851,"<pause:0/><c1e:0/>Persona的持有魔法中
添加玛哈拉基达因","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈拉基达因 || <pause:0/><c1e:0/>可习得
玛哈拉基达因 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maragidyne"
dup:8eb10ab75713,"<pause:0/><c1e:0/>Persona的持有魔法中
添加阿库阿","<pause:0/><c1e:0/>Persona的魔法中
可追加阿库亚 || <pause:0/><c1e:0/>可习得
阿夸 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Aqua"
dup:5ce1a03b4add,"<pause:0/><c1e:0/>Persona的持有魔法中
添加阿库埃斯","<pause:0/><c1e:0/>Persona的魔法中
可追加阿库艾斯 || <pause:0/><c1e:0/>可习得
阿库埃斯 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Aquas"
dup:927301353f5c,"<pause:0/><c1e:0/>Persona的持有魔法中
添加阿库阿达因","<pause:0/><c1e:0/>Persona的魔法中
可追加阿库亚达因 || <pause:0/><c1e:0/>可习得
阿夸达因 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Aquadyne"
dup:ad2be1984431,"<pause:0/><c1e:0/>Persona的持有魔法中
添加玛哈阿库阿","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈阿库亚 || <pause:0/><c1e:0/>可习得
玛哈阿夸 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maha Aqua"
dup:146478ae0b15,"<pause:0/><c1e:0/>Persona的持有魔法中
添加玛哈阿库埃斯","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈阿库艾斯 || <pause:0/><c1e:0/>可习得
玛哈阿库埃斯 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maha Aquas"
dup:61eb9c88c0a2,"<pause:0/><c1e:0/>Persona的持有魔法中
添加玛哈阿库达因","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈阿库达因 || <pause:0/><c1e:0/>可习得
玛哈阿库达因 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maha Aquadyne"
dup:bcc5a7ab440b,"<pause:0/><c1e:0/>Persona的持有魔法中
添加加尔","<pause:0/><c1e:0/>Persona的魔法中
可追加加尔 || <pause:0/><c1e:0/>可习得
加尔 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Garu"
dup:2cd814b6b710,"<pause:0/><c1e:0/>Persona的持有魔法中
添加加鲁拉","<pause:0/><c1e:0/>Persona的魔法中
可追加加尔拉 || <pause:0/><c1e:0/>可习得
加尔拉 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Garula"
dup:811eb445f1b0,"<pause:0/><c1e:0/>Persona可习得魔法：
加尔达因","<pause:0/><c1e:0/>Persona的魔法中
可追加加尔达因 || <pause:0/><c1e:0/>可习得
加尔达因 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Garudyne"
dup:b4116bee8bca,"<pause:0/><c1e:0/>Persona可习得魔法：
玛哈加尔","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈加尔 || <pause:0/><c1e:0/>可习得
玛哈加尔 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maha Garu"
dup:a1b7b0a54173,"<pause:0/><c1e:0/>Persona可习得魔法：
玛哈加尔拉","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈加尔拉 || <pause:0/><c1e:0/>可习得
玛哈加尔拉 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maha Garula"
dup:98a5fec28e84,"<pause:0/><c1e:0/>Persona可习得魔法：
玛哈加尔达因","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈加尔达因 || <pause:0/><c1e:0/>可习得
玛哈加尔达因 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Maha Garudyne"
dup:8903626419fd,"<pause:0/><c1e:0/>Persona可习得魔法：
马格纳","<pause:0/><c1e:0/>Persona的魔法中
可追加玛格 || <pause:0/><c1e:0/>可习得
玛格纳 || <pause:0/><c1e:0/>向Persona的持有魔法中
添加Magna"
dup:4dedcf134904,"<pause:0/><c1e:0/>Persona可习得魔法：
马格纳斯","<pause:0/><c1e:0/>Persona的魔法中
可追加玛格斯 || <pause:0/><c1e:0/>Persona魔法中
可添加马格纳斯 || <pause:0/><c1e:0/>可习得
玛格纳斯"
dup:c5d52ae1516a,"<pause:0/><c1e:0/>Persona可习得魔法：
马格达因","<pause:0/><c1e:0/>Persona的魔法中
可追加玛格达因 || <pause:0/><c1e:0/>Persona魔法中
可添加马格达因 || <pause:0/><c1e:0/>可习得
玛格达因"
dup:f522c4e12cec,"<pause:0/><c1e:0/>Persona可习得魔法：
玛哈格纳","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈玛格 || <pause:0/><c1e:0/>Persona魔法中
可添加玛哈马格纳 || <pause:0/><c1e:0/>可习得
玛哈玛格纳"
dup:8d38689843ad,"<pause:0/><c1e:0/>Persona可习得魔法：
玛哈格纳斯","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈玛格斯 || <pause:0/><c1e:0/>Persona魔法中
可添加玛哈马格纳斯 || <pause:0/><c1e:0/>可习得
玛哈玛格纳斯"
dup:384ec03f1882,"<pause:0/><c1e:0/>Persona可习得魔法：
玛哈格达因","<pause:0/><c1e:0/>Persona的魔法中
可追加玛哈玛格达因 || <pause:0/><c1e:0/>Persona魔法中
可添加玛哈马格达因 || <pause:0/><c1e:0/>可习得
玛哈玛格达因"
dup:29826d51f476,"<pause:0/><c1e:0/>Persona可习得魔法：
布芙","<pause:0/><c1e:0/>Persona的魔法中
可追加布芙 || <pause:0/><c1e:0/>Persona魔法中
可添加布芙 || <pause:0/><c1e:0/>可习得
布芙"
dup:bcb86e1c7afa,"<pause:0/><c1e:0/>Persona可习得魔法：
布芙拉","<pause:0/><c1e:0/>Persona可添加
布芙拉 || <pause:0/><c1e:0/>Persona的魔法中
可追加布芙拉 || <pause:0/><c1e:0/>Persona魔法中
可添加布芙拉"
dup:6075d8c96474,"<pause:0/><c1e:0/>Persona可习得魔法：
布芙达因","<pause:0/><c1e:0/>Persona可添加
布芙达因 || <pause:0/><c1e:0/>Persona的魔法中
可追加布芙达因 || <pause:0/><c1e:0/>Persona魔法中
可添加布芙达因"
dup:7bc4ebcb6c4a,"<pause:0/><c1e:0/>Persona可习得魔法：
吉欧","<pause:0/><c1e:0/>Persona可添加
吉欧 || <pause:0/><c1e:0/>Persona的魔法中
可追加吉欧 || <pause:0/><c1e:0/>Persona魔法中
可添加吉欧"
dup:f94cc73c0213,"<pause:0/><c1e:0/>Persona可习得魔法：
吉欧加","<pause:0/><c1e:0/>Persona可添加
吉欧加 || <pause:0/><c1e:0/>Persona的魔法中
可追加吉欧加 || <pause:0/><c1e:0/>Persona魔法中
可添加吉欧加"
dup:ebaa51964259,"<pause:0/><c1e:0/>Persona可习得魔法：
吉欧达因","<pause:0/><c1e:0/>Persona可添加
吉欧达因 || <pause:0/><c1e:0/>Persona的魔法中
可追加吉欧达因 || <pause:0/><c1e:0/>Persona魔法中
可添加吉欧达因"
dup:71453acede28,"<pause:0/><c1e:0/>Persona可习得魔法：
芙雷","<pause:0/><c1e:0/>Persona可添加
芙雷 || <pause:0/><c1e:0/>Persona的魔法中
弗莱可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加芙蕾"
dup:e5a83b7c4d8c,"<pause:0/><c1e:0/>Persona可习得魔法：
芙雷拉","<pause:0/><c1e:0/>Persona可添加
芙雷拉 || <pause:0/><c1e:0/>Persona的魔法中
弗莱拉可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加芙蕾拉"
dup:9811b1db626c,"<pause:0/><c1e:0/>Persona可习得魔法：
芙雷达因","<pause:0/><c1e:0/>Persona可添加
芙雷达因 || <pause:0/><c1e:0/>Persona的魔法中
弗莱达因可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加芙蕾达因"
dup:30054702c94e,"<pause:0/><c1e:0/>Persona可习得魔法：
赞","<pause:0/><c1e:0/>Persona可添加
哉恩 || <pause:0/><c1e:0/>Persona的魔法中
赞可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加赞"
dup:8f657a983398,"<pause:0/><c1e:0/>Persona可习得魔法：
赞玛","<pause:0/><c1e:0/>Persona可添加
哉恩玛 || <pause:0/><c1e:0/>Persona的魔法中
赞玛可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加赞玛"
dup:af7c7be96c15,"<pause:0/><c1e:0/>Persona可习得魔法：
赞达因","<pause:0/><c1e:0/>Persona可添加
哉恩达因 || <pause:0/><c1e:0/>Persona的魔法中
赞达因可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加赞达因"
dup:d00bd5006983,"<pause:0/><c1e:0/>Persona可习得魔法：
古拉","<pause:0/><c1e:0/>Persona可添加
古拉 || <pause:0/><c1e:0/>Persona的魔法中
格拉可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加古拉"
dup:fcfcc1a5b6d8,"<pause:0/><c1e:0/>Persona可习得魔法：
古拉巴","<pause:0/><c1e:0/>Persona可添加
古拉巴 || <pause:0/><c1e:0/>Persona的魔法中
格拉巴可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加古拉巴"
