source_file,string_id,jp,current_dup_content,candidate_counts_json,suggested_content,suggestion_reason
dup:strtbl,dup:04afa8682ef2,"<c1c:13/><pause:0/><c1e:0/>火炎糸に強い
水撃糸に弱い","<c1c:13/><pause:0/><c1e:0/>火焰系抗性
水击系弱点","[[""<c1c:13/><pause:0/><c1e:0/>亚基抗性\n阿夸弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>亚基系耐性\n阿夸弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>亚基耐性\n阿夸弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>亚基系抗性\n阿夸系弱点"", 1]]",,
dup:strtbl,dup:0763be33b2d3,"<c1c:13/><pause:0/><c1e:0/>精神/神経糸無効
電撃に弱い","<c1c:13/><pause:0/><c1e:0/>精神/神经无效
弱电击","[[""<c1c:13/><pause:0/><c1e:0/>精神/神经系无效\n电击弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>精神/神经系无效\n弱电系"", 1], [""<c1c:13/><pause:0/><c1e:0/>精神/神经无效\n电击属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>精神/神经无效\n弱电击"", 1]]",,
dup:strtbl,dup:0800de147597,"<c1c:13/><pause:0/><c1e:0/>剣撃/戦技/火炎糸に強い
飛具/水撃/地変糸に弱い","<c1c:13/><pause:0/><c1e:0/>强剑击/战技/火炎
弱飞具/水击/地变","[[""<c1c:13/><pause:0/><c1e:0/>斩击/战技/亚基系强\n飞具/阿夸/地变系弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>抗斩/战技/亚基系\n弱射击/水/地系"", 1], [""<c1c:13/><pause:0/><c1e:0/>剑击/战技/亚基抗性\n飞具/阿夸/地变弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>强剑击/战技/亚基\n弱飞具/阿夸/地变"", 1]]",,
dup:strtbl,dup:0a0349420b3a,"加えたいカードを選択してください
",请选择要添加的卡片,"[[""请选择要添加的卡片"", 2], [""选择要添加的卡片"", 1], [""请选择要添加卡片"", 1]]",,
dup:strtbl,dup:0d413383fc7d,"<pause:0/><c1e:0/>キ○ィちゃんマーク入り
",<pause:0/><c1e:0/>带凯蒂猫标,"[[""<pause:0/><c1e:0/>带凯蒂猫标志"", 1], [""<pause:0/><c1e:0/>带凯蒂猫标记"", 1], [""<pause:0/><c1e:0/>带有凯蒂猫标志"", 1], [""<pause:0/><c1e:0/>带凯蒂猫标"", 1]]",,
dup:strtbl,dup:0efbf73d5766,"コンフィグ
",查看状态,"[[""设置"", 2], [""设定\n"", 1]]",设置,position_majority
dup:strtbl,dup:15a257c45413,"<c1c:13/><pause:0/><c1e:0/>飛具/投具糸を無効にする
",<c1c:13/><pause:0/><c1e:0/>射击/投掷系无效,"[[""<c1c:13/><pause:0/><c1e:0/>飞具/投具系无效"", 2], [""<c1c:13/><pause:0/><c1e:0/>飞具/投具属性无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>射击/投掷系无效"", 1]]",<c1c:13/><pause:0/><c1e:0/>飞具/投具系无效,position_majority
dup:strtbl,dup:1a176859db99,"<pause:0/><c1e:0/>一定期間TECガ6アップする
",<pause:0/><c1e:0/>暂时提升技巧6点,"[[""<pause:0/><c1e:0/>一定时间技巧提升6点"", 1], [""<pause:0/><c1e:0/>暂时TEC提升6"", 1], [""<pause:0/><c1e:0/>一定时间内TEC提升6点"", 1], [""<pause:0/><c1e:0/>暂时提升技巧6点"", 1]]",,
dup:strtbl,dup:20cab89eeb42,"<c1c:13/><pause:0/><c1e:0/>神聖糸を無効にする
",<c1c:13/><pause:0/><c1e:0/>神圣系无效,"[[""<c1c:13/><pause:0/><c1e:0/>神圣系无效"", 2], [""<c1c:13/><pause:0/><c1e:0/>使神圣丝无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>神圣属性无效"", 1]]",,
dup:strtbl,dup:21d00e79b909,"<c1c:13/><pause:0/><c1e:0/>剣撃以外の物理攻撃無効
剣撃/神聖糸に弱い","<c1c:13/><pause:0/><c1e:0/>剑击外物理无效
弱剑击/神圣","[[""<c1c:13/><pause:0/><c1e:0/>斩击外物理攻击无效\n斩击/神圣系弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>非斩击物攻无效\n弱斩/圣系"", 1], [""<c1c:13/><pause:0/><c1e:0/>非剑击物理无效\n剑击/神圣属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>剑击外物理无效\n弱剑击/神圣"", 1]]",,
dup:strtbl,dup:22abc27db01f,"<c1c:13/><pause:0/><c1e:0/>疾風糸に強い
神聖/暗黒糸を無効にする","<c1c:13/><pause:0/><c1e:0/>强疾风
神圣/暗黑无效","[[""<c1c:13/><pause:0/><c1e:0/>疾风强\n神圣/暗黑无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>抗风系\n圣/暗系无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>疾风属性抗性\n神圣/暗黑属性无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>强疾风\n神圣/暗黑无效"", 1]]",,
dup:strtbl,dup:26c3edf0eb9e,"<c1c:13/><pause:0/><c1e:0/>火炎糸無効<NAME/><NAME/>核熱糸吸収
水撃糸に弱い","<c1c:13/><pause:0/><c1e:0/>火炎无效<NAME/><NAME/>吸收核热
弱水击","[[""<c1c:13/><pause:0/><c1e:0/>亚基无效<NAME/><NAME/>核热吸收\n阿夸弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>亚基系无效<NAME/><NAME/>核热吸收\n\n弱点：水"", 1], [""<c1c:13/><pause:0/><c1e:0/>亚基属性无效<NAME/><NAME/>核热属性吸收\n阿夸属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>亚基无效<NAME/><NAME/>吸收核热\n弱阿夸"", 1]]",,
dup:strtbl,dup:26e9904a4bb0,"<c1c:13/><pause:0/><c1e:0/>疾風糸反射<NAME/><NAME/>暗黒糸無効
電撃糸に弱い","<c1c:13/><pause:0/><c1e:0/>疾风反射<NAME/><NAME/>暗黑无效
电击弱","[[""<c1c:13/><pause:0/><c1e:0/>疾风反射<NAME/><NAME/>暗黑无效\n电击弱"", 2], [""<c1c:13/><pause:0/><c1e:0/>疾风系反射<NAME/><NAME/>暗黑系无效\n电击系弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>疾风系反射<NAME/><NAME/>暗黑系无效\n对电击系弱"", 1]]",,
dup:strtbl,dup:27003a6c3a0c,"<c1c:13/><pause:0/><c1e:0/>神聖糸を無効にする
回復しやすい","<c1c:13/><pause:0/><c1e:0/>神圣无效
易回复","[[""<c1c:13/><pause:0/><c1e:0/>神圣无效\n易回复"", 2], [""<c1c:13/><pause:0/><c1e:0/>神圣系无效\n回复易生效"", 1], [""<c1c:13/><pause:0/><c1e:0/>神圣系无效化\n易恢复"", 1]]",,
dup:strtbl,dup:2c8a8327fe39,"<c1c:13/><pause:0/><c1e:0/>剣撃/戦技糸を反射する
",<c1c:13/><pause:0/><c1e:0/>斩击/战技系反射,"[[""<c1c:13/><pause:0/><c1e:0/>剑击/战技系反射"", 2], [""<c1c:13/><pause:0/><c1e:0/>剑击/战技属性反射"", 1], [""<c1c:13/><pause:0/><c1e:0/>斩击/战技系反射"", 1]]",<c1c:13/><pause:0/><c1e:0/>剑击/战技系反射,position_majority
dup:strtbl,dup:2ca7faeb7292,"削除してよろしいですか?
",确定删除吗?,"[[""确定要删除吗？"", 1], [""确认删除吗？"", 1], [""确定删除吗？"", 1], [""确定删除吗?"", 1]]",,
dup:strtbl,dup:2da4007378f4,"<pause:0/><c1e:0/>こっちガ聞きたい
",<pause:0/><c1e:0/>我才想问,"[[""<pause:0/><c1e:0/>我才想问"", 2], [""<pause:0/><c1e:0/>问这个"", 1], [""<pause:0/><c1e:0/>这边才想问呢"", 1]]",,
dup:strtbl,dup:2de0ee5c7a9e,"<pause:0/><c1e:0/>一定期間STRガ8アップする
",<pause:0/><c1e:0/>暂时提升力量8点,"[[""<pause:0/><c1e:0/>一定时间力量提升8点"", 1], [""<pause:0/><c1e:0/>一定期间STR提升8点"", 1], [""<pause:0/><c1e:0/>一定时间内STR提升8点"", 1], [""<pause:0/><c1e:0/>暂时提升力量8点"", 1]]",,
dup:strtbl,dup:2f661da79518,"<pause:0/><c1e:0/>今日からあなたもイエローアウル
",<pause:0/><c1e:0/>今日起 你也是黄猫头鹰,"[[""<pause:0/><c1e:0/>今日起你也是黄猫头鹰"", 2], [""<pause:0/><c1e:0/>今日起你也是黄鸮"", 1], [""<pause:0/><c1e:0/>今日起 你也是黄猫头鹰"", 1]]",<pause:0/><c1e:0/>今日起你也是黄猫头鹰,position_majority
dup:strtbl,dup:2fb668cb9081,"これ以上所持できません
",无法携带更多,"[[""无法持有更多"", 3], [""无法再持有"", 1], [""持有数已达上限"", 1], [""无法携带更多"", 1]]",无法持有更多,position_majority
dup:strtbl,dup:2ff5966b1907,"<c1c:13/><pause:0/><c1e:0/>地変糸に強い
神聖/暗黒糸を無効にする","<c1c:13/><pause:0/><c1e:0/>强地变
神圣/暗黑无效","[[""<c1c:13/><pause:0/><c1e:0/>地变强\n神圣/暗黑无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>抗地系\n圣/暗系无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>地变属性抗性\n神圣/暗黑属性无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>强地变\n神圣/暗黑无效"", 1]]",,
dup:strtbl,dup:301292d0f2a9,"<c1c:13/><pause:0/><c1e:0/>地変糸を無効にする
疾風糸に弱い","<c1c:13/><pause:0/><c1e:0/>地变无效
弱疾风","[[""<c1c:13/><pause:0/><c1e:0/>地变无效\n疾风弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>地无效\n\n弱点：风"", 1], [""<c1c:13/><pause:0/><c1e:0/>地变属性无效\n疾风属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>地变无效\n弱疾风"", 1]]",,
dup:strtbl,dup:305639b13fe8,"<c1c:13/><pause:0/><c1e:0/>火炎糸無効<NAME/><NAME/>核熱糸に強い
水撃糸に弱い","<c1c:13/><pause:0/><c1e:0/>火炎无效<NAME/><NAME/>核热强
水击弱","[[""<c1c:13/><pause:0/><c1e:0/>亚基无效<NAME/><NAME/>核热强\n阿夸弱"", 2], [""<c1c:13/><pause:0/><c1e:0/>亚基系无效<NAME/><NAME/>核热系强\n阿夸系弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>亚基系无效<NAME/><NAME/>对核热系强\n对阿夸系弱"", 1]]","<c1c:13/><pause:0/><c1e:0/>亚基无效<NAME/><NAME/>核热强
阿夸弱",position_majority
dup:strtbl,dup:32ddd4568162,"<pause:0/><c1e:0/>一定期間STRガ7アップする
",<pause:0/><c1e:0/>暂时提升力量7点,"[[""<pause:0/><c1e:0/>一定时间力量提升7点"", 1], [""<pause:0/><c1e:0/>暂时STR提升7"", 1], [""<pause:0/><c1e:0/>一定时间内STR提升7点"", 1], [""<pause:0/><c1e:0/>暂时提升力量7点"", 1]]",,
dup:strtbl,dup:35815cdffab6,"<c1c:13/><pause:0/><c1e:0/>剣撃/戦技/暗黒糸に強い
飛具/地変糸に弱い","<c1c:13/><pause:0/><c1e:0/>强剑击/战技/暗黑
弱飞具/地变","[[""<c1c:13/><pause:0/><c1e:0/>斩击/战技/暗黑系强\n飞具/地变系弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>抗斩/战技/暗系\n弱射击/地系"", 1], [""<c1c:13/><pause:0/><c1e:0/>剑击/战技/暗黑抗性\n飞具/地变属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>强剑击/战技/暗黑\n弱飞具/地变"", 1]]",,
dup:strtbl,dup:35a5b2b07c26,"<pause:0/><c1e:0/>なぜこのような物ガあるのか謎である
",<pause:0/><c1e:0/>此物存在之谜,"[[""<pause:0/><c1e:0/>为何有此物是个谜"", 1], [""<pause:0/><c1e:0/>为何有这东西真谜"", 1], [""<pause:0/><c1e:0/>此物为何存在是个谜"", 1], [""<pause:0/><c1e:0/>此物存在之谜"", 1]]",,
dup:strtbl,dup:363a98ddc0ca,"相性ガ悪くて使えません
",相性不佳无法使用,"[[""相性不佳无法使用"", 2], [""相性差，无法使用"", 1], [""相性差无法使用"", 1]]",,
dup:strtbl,dup:367218744e5b,"<c1c:13/><pause:0/><c1e:0/>地変糸に強い
疾風糸に弱い","<c1c:13/><pause:0/><c1e:0/>耐地变
弱疾风","[[""<c1c:13/><pause:0/><c1e:0/>地变强\n疾风弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>耐地属性\n\n弱点：风"", 1], [""<c1c:13/><pause:0/><c1e:0/>地变属性抗性\n疾风属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>耐地变\n弱疾风"", 1]]",,
dup:strtbl,dup:372a0c8d4929,"<pause:0/><c1e:0/>一定期間VITガ4アップする
",<pause:0/><c1e:0/>一定时间内VIT+4,"[[""<pause:0/><c1e:0/>一定时间内VIT+4"", 4], [""<pause:0/><c1e:0/>一段时间内VIT+4"", 2], [""<pause:0/><c1e:0/>一定期间VIT提升4"", 2]]",,
dup:strtbl,dup:39e2658beeaa,"<c1c:13/><pause:0/><c1e:0/>暗黒糸を無効にする
",<c1c:13/><pause:0/><c1e:0/>暗黑无效,"[[""<c1c:13/><pause:0/><c1e:0/>暗黑无效"", 2], [""<c1c:13/><pause:0/><c1e:0/>暗黑系无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>暗黑系无效化"", 1]]",,
dup:strtbl,dup:3a30371a65fb,"<pause:0/><c1e:0/>一定期間STRガ6アップする
",<pause:0/><c1e:0/>一定时间内STR+6,"[[""<pause:0/><c1e:0/>一段时间内STR+6"", 1], [""<pause:0/><c1e:0/>暂时STR提升6"", 1], [""<pause:0/><c1e:0/>一定时间内力量+6"", 1], [""<pause:0/><c1e:0/>一定时间内STR+6"", 1]]",,
dup:strtbl,dup:3ec67e805ec4,"<pause:0/><c1e:0/>一定期間TECガ1アップする
",<pause:0/><c1e:0/>一定时间内TEC+1,"[[""<pause:0/><c1e:0/>一定时间内TEC+1"", 3], [""<pause:0/><c1e:0/>一段时间内TEC+1"", 1], [""<pause:0/><c1e:0/>一定时间技巧提升1点"", 1], [""<pause:0/><c1e:0/>暂时TEC提升1"", 1], [""<pause:0/><c1e:0/>一定期间TEC提升1"", 1], [""<pause:0/><c1e:0/>一定时间内技巧+1"", 1]]",,
dup:strtbl,dup:42d1ab188ec0,"<c1c:13/><pause:0/><c1e:0/>剣撃/戦技/疾風糸に強い
飛具/地変糸に弱い","<c1c:13/><pause:0/><c1e:0/>强剑击/战技/疾风
弱飞具/地变","[[""<c1c:13/><pause:0/><c1e:0/>斩击/战技/疾风系强\n飞具/地变系弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>抗斩/战技/风系\n弱射击/地系"", 1], [""<c1c:13/><pause:0/><c1e:0/>剑击/战技/疾风抗性\n飞具/地变属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>强剑击/战技/疾风\n弱飞具/地变"", 1]]",,
dup:strtbl,dup:42dd8cd309d4,"<pause:0/><c1e:0/>一定期間VITガ2アップする
",<pause:0/><c1e:0/>暂时提升体力2点,"[[""<pause:0/><c1e:0/>一定时间内VIT+2"", 2], [""<pause:0/><c1e:0/>一段时间内VIT+2"", 1], [""<pause:0/><c1e:0/>一定时间体力提升2点"", 1], [""<pause:0/><c1e:0/>暂时VIT提升2"", 1], [""<pause:0/><c1e:0/>一定期间VIT提升2"", 1], [""<pause:0/><c1e:0/>一定时间内体力+2"", 1], [""<pause:0/><c1e:0/>暂时提升体力2点"", 1]]",<pause:0/><c1e:0/>一定时间内VIT+2,position_majority
dup:strtbl,dup:43d005bda8d8,"<pause:0/><c1e:0/>一定期間VITガ8アップする
",<pause:0/><c1e:0/>一定时间内VIT+8,"[[""<pause:0/><c1e:0/>一定时间内VIT+8"", 2], [""<pause:0/><c1e:0/>一段时间内VIT+8"", 1], [""<pause:0/><c1e:0/>一定期间VIT提升8"", 1]]",,
dup:strtbl,dup:44cd2da56a60,"<pause:0/><c1e:0/>一定期間AGIガ2アップする
",<pause:0/><c1e:0/>暂时提升敏捷2点,"[[""<pause:0/><c1e:0/>一段时间内AGI+2"", 1], [""<pause:0/><c1e:0/>一定时间敏捷提升2点"", 1], [""<pause:0/><c1e:0/>暂时AGI提升2"", 1], [""<pause:0/><c1e:0/>一定期间AGI提升2点"", 1], [""<pause:0/><c1e:0/>一定时间内敏捷+2"", 1], [""<pause:0/><c1e:0/>一定时间内AGI提升2点"", 1], [""<pause:0/><c1e:0/>一定时间内AGI+2"", 1], [""<pause:0/><c1e:0/>暂时提升敏捷2点"", 1]]",,
dup:strtbl,dup:45056cb70a35,"<pause:0/><c1e:0/>水晶で出来た髑髏
火属性らしい
","<pause:0/><c1e:0/>水晶骷髅
似乎是火属性","[[""<pause:0/><c1e:0/>水晶骷髅\n似乎是火属性"", 2], [""<pause:0/><c1e:0/>水晶头骨\n似乎是火属性"", 1], [""<pause:0/><c1e:0/>水晶骷髅\n火属性"", 1]]",,
dup:strtbl,dup:485dbc5ede75,"<pause:0/><c1e:0/>水晶で出来た髑髏
良く見ると中に水ガ・・・流れていない
","<pause:0/><c1e:0/>水晶骷髅
内有水...却不流","[[""<pause:0/><c1e:0/>水晶头骨\n内有水却...不流动"", 1], [""<pause:0/><c1e:0/>水晶骷髅\n内部无水流动"", 1], [""<pause:0/><c1e:0/>水晶骷髅\n仔细看水...没有流动"", 1], [""<pause:0/><c1e:0/>水晶骷髅\n内有水...却不流"", 1]]",,
dup:strtbl,dup:49803f3ab4c0,"<c1c:13/><pause:0/><c1e:0/>火炎/核熱/神聖/暗黒無効
水撃/氷結糸に弱い","<c1c:13/><pause:0/><c1e:0/>火炎/核热/神圣/暗黑无效
水击/冰结弱","[[""<c1c:13/><pause:0/><c1e:0/>亚基/核热/神圣/暗黑无效\n阿夸/冰结弱"", 2], [""<c1c:13/><pause:0/><c1e:0/>亚基/核热/神圣/暗黑无效\n阿夸/冰结系弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>亚基/核热/神圣/暗黑无效\n对阿夸/冰结系弱"", 1]]","<c1c:13/><pause:0/><c1e:0/>亚基/核热/神圣/暗黑无效
阿夸/冰结弱",position_majority
dup:strtbl,dup:4a3cf93bf6b0,"<pause:0/><c1e:0/>青春の歓びと悲しみ?
",<pause:0/><c1e:0/>青春的欢欣与悲伤？,"[[""<pause:0/><c1e:0/>青春之喜与悲？"", 1], [""<pause:0/><c1e:0/>青春悲欢？"", 1], [""<pause:0/><c1e:0/>青春的喜与悲？"", 1], [""<pause:0/><c1e:0/>青春的欢欣与悲伤？"", 1]]",,
dup:strtbl,dup:4b5d944fb420,"<pause:0/><c1e:0/>一定期間TECガ3アップする
",<pause:0/><c1e:0/>暂时提升技巧3点,"[[""<pause:0/><c1e:0/>一定时间内TEC+3"", 2], [""<pause:0/><c1e:0/>一段时间内TEC+3"", 1], [""<pause:0/><c1e:0/>一定时间技巧提升3点"", 1], [""<pause:0/><c1e:0/>暂时TEC提升3"", 1], [""<pause:0/><c1e:0/>一定时间内技巧+3"", 1], [""<pause:0/><c1e:0/>一定时间内TEC提升3点"", 1], [""<pause:0/><c1e:0/>暂时提升技巧3点"", 1]]",<pause:0/><c1e:0/>一定时间内TEC+3,position_majority
dup:strtbl,dup:4e029120e5e5,"<pause:0/><c1e:0/>まさしく謎である
",<pause:0/><c1e:0/>真是谜,"[[""<pause:0/><c1e:0/>确实是个谜"", 2], [""<pause:0/><c1e:0/>确是个谜"", 1], [""<pause:0/><c1e:0/>真是谜"", 1]]",<pause:0/><c1e:0/>确实是个谜,position_majority
dup:strtbl,dup:53e0f777f3a3,"<pause:0/><c1e:0/>一定期間VITガ3アップする
",<pause:0/><c1e:0/>暂时提升体力3点,"[[""<pause:0/><c1e:0/>一定时间内VIT+3"", 2], [""<pause:0/><c1e:0/>一段时间内VIT+3"", 1], [""<pause:0/><c1e:0/>一定时间体力提升3点"", 1], [""<pause:0/><c1e:0/>暂时VIT提升3"", 1], [""<pause:0/><c1e:0/>一定期间VIT提升3"", 1], [""<pause:0/><c1e:0/>一定时间内体力+3"", 1], [""<pause:0/><c1e:0/>暂时提升体力3点"", 1]]",<pause:0/><c1e:0/>一定时间内VIT+3,position_majority
dup:strtbl,dup:540fe7b129a7,"<c1c:13/><pause:0/><c1e:0/>剣撃/戦技糸を無効にする
",<c1c:13/><pause:0/><c1e:0/>斩击/战技系无效,"[[""<c1c:13/><pause:0/><c1e:0/>剑击/战技系无效"", 2], [""<c1c:13/><pause:0/><c1e:0/>剑击/战技属性无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>斩击/战技系无效"", 1]]",<c1c:13/><pause:0/><c1e:0/>剑击/战技系无效,position_majority
dup:strtbl,dup:573029cb86e1,"<pause:0/><c1e:0/>水晶で出来た髑髏
生あたたかい風ガ・・・
","<pause:0/><c1e:0/>水晶骷髅
有微暖的风...","[[""<pause:0/><c1e:0/>水晶头骨\n有温暖的风..."", 1], [""<pause:0/><c1e:0/>水晶骷髅\n散发暖风"", 1], [""<pause:0/><c1e:0/>水晶制成的骷髅\n温暖的风..."", 1], [""<pause:0/><c1e:0/>水晶骷髅\n有微暖的风..."", 1]]",,
dup:strtbl,dup:5917c41cc9aa,"<c1c:13/><pause:0/><c1e:0/>水撃/氷結糸を無効にする
火炎糸に弱い","<c1c:13/><pause:0/><c1e:0/>水击/冰结无效
弱火炎","[[""<c1c:13/><pause:0/><c1e:0/>阿夸/冰结无效\n亚基弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>水/冰无效\n\n弱点：亚基"", 1], [""<c1c:13/><pause:0/><c1e:0/>阿夸/冰结属性无效\n亚基属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>阿夸/冰结无效\n弱亚基"", 1]]",,
dup:strtbl,dup:5d0f51560c99,"ぶっ飛び
",疯狂,"[[""离谱"", 1], [""狂野"", 1], [""疯狂"", 1]]",,
dup:strtbl,dup:5d31e05aba3b,"<pause:0/><c1e:0/>頭につけないよーに
",<pause:0/><c1e:0/>请勿戴头上,"[[""<pause:0/><c1e:0/>别戴头上"", 1], [""<pause:0/><c1e:0/>别戴头上哦"", 1], [""<pause:0/><c1e:0/>注意别戴头上"", 1], [""<pause:0/><c1e:0/>请勿戴头上"", 1]]",,
dup:strtbl,dup:5d494f0bae89,"<pause:0/><c1e:0/>一定期間AGIガ3アップする
",<pause:0/><c1e:0/>暂时提升敏捷3点,"[[""<pause:0/><c1e:0/>暂时AGI提升3"", 2], [""<pause:0/><c1e:0/>一段时间内AGI+3"", 1], [""<pause:0/><c1e:0/>一定时间敏捷提升3点"", 1], [""<pause:0/><c1e:0/>一定时间内敏捷+3"", 1], [""<pause:0/><c1e:0/>一定时间内AGI提升3点"", 1], [""<pause:0/><c1e:0/>一定时间内AGI+3"", 1], [""<pause:0/><c1e:0/>暂时提升敏捷3点"", 1]]",<pause:0/><c1e:0/>暂时AGI提升3,position_majority
dup:strtbl,dup:5ee2137e5c93,"<c1c:13/><pause:0/><c1e:0/>疾風糸に強い
地変糸に弱い","<c1c:13/><pause:0/><c1e:0/>耐疾风
弱地变","[[""<c1c:13/><pause:0/><c1e:0/>疾风强\n地变弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>耐风属性\n\n弱点：地"", 1], [""<c1c:13/><pause:0/><c1e:0/>疾风属性抗性\n地变属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>耐疾风\n弱地变"", 1]]",,
dup:strtbl,dup:5ff1f6cf127a,"<pause:0/><c1e:0/>一定期間TECガ7アップする
",<pause:0/><c1e:0/>一定时间内TEC+7,"[[""<pause:0/><c1e:0/>一定时间技巧提升7点"", 1], [""<pause:0/><c1e:0/>暂时TEC提升7"", 1], [""<pause:0/><c1e:0/>一定时间内技巧+7"", 1], [""<pause:0/><c1e:0/>一定时间内TEC+7"", 1]]",,
dup:strtbl,dup:666b4b286c37,"<c1c:13/><pause:0/><c1e:0/>神聖/暗黒糸を無効にする
",<c1c:13/><pause:0/><c1e:0/>神圣/暗黑无效,"[[""<c1c:13/><pause:0/><c1e:0/>神圣/暗黑无效"", 2], [""<c1c:13/><pause:0/><c1e:0/>圣/暗系无效"", 1], [""<c1c:13/><pause:0/><c1e:0/>神圣/暗黑属性无效"", 1]]",,
dup:strtbl,dup:66c1c7b9c22c,"<c1c:13/><pause:0/><c1e:0/>神聖糸を無効にする
暗黒糸に弱い","<c1c:13/><pause:0/><c1e:0/>神圣无效
弱暗黑","[[""<c1c:13/><pause:0/><c1e:0/>神圣无效\n暗黑弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>圣系无效\n弱暗系"", 1], [""<c1c:13/><pause:0/><c1e:0/>神圣属性无效\n暗黑属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>神圣无效\n弱暗黑"", 1]]",,
dup:strtbl,dup:67f33cc1cbbf,"<pause:0/><c1e:0/>炎上を予告するカード通
",<pause:0/><c1e:0/>炎上预告卡·通,"[[""<pause:0/><c1e:0/>火灾预告卡通"", 1], [""<pause:0/><c1e:0/>火灾预告卡·通"", 1], [""<pause:0/><c1e:0/>预示火灾的卡通"", 1], [""<pause:0/><c1e:0/>炎上预告卡·通"", 1]]",,
dup:strtbl,dup:68b62e9fce40,"<c1c:13/><pause:0/><c1e:0/>魔法を反射する
物理攻撃に弱い","<c1c:13/><pause:0/><c1e:0/>反射魔法
物理攻击弱","[[""<c1c:13/><pause:0/><c1e:0/>反射魔法\n物理攻击弱"", 2], [""<c1c:13/><pause:0/><c1e:0/>魔法反射\n物理攻击弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>反射魔法\n对物理攻击弱"", 1]]",,
dup:strtbl,dup:6a07c0420a11,"降魔しているペルソナは削除できません
",无法删除装备中的Persona,"[[""装备中的Persona无法删除"", 2], [""已降魔Persona无法删除"", 1], [""无法删除装备中的Persona"", 1]]",装备中的Persona无法删除,position_majority
dup:strtbl,dup:6a6e1d6d203f,"<pause:0/><c1e:0/>今日からあなたもピンクアーザス
",<pause:0/><c1e:0/>今日起 你也是粉红阿萨斯,"[[""<pause:0/><c1e:0/>今日起你也是粉红阿撒斯"", 1], [""<pause:0/><c1e:0/>今日起你也是粉红鹫"", 1], [""<pause:0/><c1e:0/>今日起你也是粉红阿萨斯"", 1], [""<pause:0/><c1e:0/>今日起 你也是粉红阿萨斯"", 1]]",,
dup:strtbl,dup:6b30928022d1,"<pause:0/><c1e:0/>なにげにプレミアもの
",<pause:0/><c1e:0/>意外珍品,"[[""<pause:0/><c1e:0/>意外珍品"", 2], [""<pause:0/><c1e:0/>不经意成珍品"", 1], [""<pause:0/><c1e:0/>不经意间成珍品"", 1]]",,
dup:strtbl,dup:6d8a0b1ac94e,"<c1c:13/><pause:0/><c1e:0/>剣撃/戦技糸に強い
飛具/地変糸に弱い","<c1c:13/><pause:0/><c1e:0/>强剑击/战技
弱飞具/地变","[[""<c1c:13/><pause:0/><c1e:0/>斩击/战技系强\n飞具/地变系弱"", 1], [""<c1c:13/><pause:0/><c1e:0/>抗斩/战技系\n弱射击/地系"", 1], [""<c1c:13/><pause:0/><c1e:0/>剑击/战技属性抗性\n飞具/地变属性弱点"", 1], [""<c1c:13/><pause:0/><c1e:0/>强剑击/战技\n弱飞具/地变"", 1]]",,
