classification,source_file,string_id,local_path,jp,local_content,candidate_contents_json,merged_contents_json
merged_versions_conflict,script:451_8,script:451_8:diag6,frontend/public/games/p2is/groups/script_451_8.json,"
<SURNAME/>わたし、ミスセブンス候補だったのに!<pause:30/>
<SURNAME/>ま、結果はわたしに決まってんだけど?<pause:30/>
<SURNAME/>なんか気分悪いなあ!!","
<SURNAME/>我可是七姊妹小姐候补啊!<pause:30/>
<SURNAME/>嘛，虽然结果肯定是我啦?<pause:30/>
<SURNAME/>但总觉得不爽啊!!","[""\n<SURNAME/>我可是七姐妹小姐的候补啊!<pause:30/> \n<SURNAME/>嘛，虽然结果肯定是我啦?<pause:30/> \n<SURNAME/>但总觉得很不爽啊!!"", ""<SURNAME/>我可是Miss Seven候补啊!<pause:30/> <SURNAME/>嘛，虽然结果肯定是我啦?<pause:30/> <SURNAME/>但总觉得不爽啊!!""]","[""\n<SURNAME/>我可是七姐妹小姐的候补啊!<pause:30/> \n<SURNAME/>嘛，虽然结果肯定是我啦?<pause:30/> \n<SURNAME/>但总觉得很不爽啊!!"", ""<SURNAME/>我可是Miss Seven候补啊!<pause:30/> <SURNAME/>嘛，虽然结果肯定是我啦?<pause:30/> <SURNAME/>但总觉得不爽啊!!""]"
merged_versions_conflict,script:451_8,script:451_8:diag7,frontend/public/games/p2is/groups/script_451_8.json,"
<SURNAME/>さ〜て、
<SURNAME/>校長先生、予想通り動き出したわよ。<pause:30/>
<SURNAME/>さ、早く鍵を見つけて、時計台へレッツらゴー!",\n<SURNAME/>好啦～ \n<SURNAME/>校长先生，如我所料的行动了呢。<pause:30/>\n<SURNAME/>快找钥匙，去钟楼！Let's go！,"[""\\n<SURNAME/>那么〜，\\n<SURNAME/>校长果然如预料行动了哦。<pause:30/>\\n<SURNAME/>赶紧找到钥匙，然后向着钟楼Let's Goー!"", ""<SURNAME/>那么〜， <SURNAME/>校长先生果然如预料般行动了哦。<pause:30/> <SURNAME/>快找钥匙，向钟楼出发吧!""]","[""\\n<SURNAME/>那么〜，\\n<SURNAME/>校长果然如预料行动了哦。<pause:30/>\\n<SURNAME/>赶紧找到钥匙，然后向着钟楼Let's Goー!"", ""<SURNAME/>那么〜， <SURNAME/>校长先生果然如预料般行动了哦。<pause:30/> <SURNAME/>快找钥匙，向钟楼出发吧!""]"
merged_versions_conflict,script:451_8,script:451_8:diag8,frontend/public/games/p2is/groups/script_451_8.json,"
<SURNAME/>それにしてもあの校内放送…<pause:15/>
<SURNAME/>もしあれガ紋章を守る為のものだとしたら、
<SURNAME/>校長先生も最後の紋章のある場所にいるかも…","
<SURNAME/>话说回来那个校内广播…<pause:15/>
<SURNAME/>如果那是为了纹章的话，
<SURNAME/>校长说不定就在最后纹章的所在地…","[""\n<SURNAME/>话说回来那个校内广播…<pause:15/> \n<SURNAME/>如果那是为了纹章的话， \n<SURNAME/>校长说不定就在最后的徽章的所在地…"", ""<SURNAME/>话说回来那个校内广播…<pause:15/> <SURNAME/>如果那是为了纹章的话， <SURNAME/>校长说不定就在最后的徽章的所在地…""]","[""\n<SURNAME/>话说回来那个校内广播…<pause:15/> \n<SURNAME/>如果那是为了纹章的话， \n<SURNAME/>校长说不定就在最后的徽章的所在地…"", ""<SURNAME/>话说回来那个校内广播…<pause:15/> <SURNAME/>如果那是为了纹章的话， <SURNAME/>校长说不定就在最后的徽章的所在地…""]"
merged_versions_conflict,script:451_8,script:451_8:diag9,frontend/public/games/p2is/groups/script_451_8.json,"
<SURNAME/>ユッキー、
<SURNAME/>先生ガ元に戻って喜ぶかと思ったんだけど…<pause:30/>
<SURNAME/>なんか、違う事で悩んでるみたいだね。","
<SURNAME/>雪野，
<SURNAME/>本以为老师恢复你会高兴的…<pause:30/>
<SURNAME/>但好像在为别的事烦恼呢。","[""\n<SURNAME/>小雪， \n<SURNAME/>本以为老师恢复了你会高兴的…<pause:30/> \n<SURNAME/>但好像你是在为别的事情烦恼呢。"", ""<SURNAME/>雪野， <SURNAME/>本以为老师恢复你会高兴的…<pause:30/> <SURNAME/>但你好像是在为别的事烦恼呢。""]","[""\n<SURNAME/>小雪， \n<SURNAME/>本以为老师恢复了你会高兴的…<pause:30/> \n<SURNAME/>但好像你是在为别的事情烦恼呢。"", ""<SURNAME/>雪野， <SURNAME/>本以为老师恢复你会高兴的…<pause:30/> <SURNAME/>但你好像是在为别的事烦恼呢。""]"
merged_versions_conflict,script:452_8,script:452_8:diag0,frontend/public/games/p2is/groups/script_452_8.json,"
<SURNAME/>よお、<c12/>!<SURNAME/>小耳に挟んだんだけどさ、
<SURNAME/>「月刊クーレスト」ガ取材に来るって、マジ?
<SURNAME/>ひょっとして、お前の取材に来んじゃねーの?","
<SURNAME/>哟，<c12/>!<SURNAME/>听说个消息，
<SURNAME/>《月刊クーレスト》要来取材，真的？
<SURNAME/>该不会是冲你来的吧?","[""\\n<SURNAME/>哟，<c12/>!<SURNAME/>听说有个消息，\\n<SURNAME/>《月刊Coolest》要来取材，是真的吗？\\n<SURNAME/>该不会是冲你来的吧?"", ""\\n<SURNAME/>哟，<c12/>!<SURNAME/>听说有个消息，\n\\n<SURNAME/>《月刊Coolest》要来取材，真的吗？\n\\n<SURNAME/>该不会是冲你来的吧?""]","[""\\n<SURNAME/>哟，<c12/>!<SURNAME/>听说有个消息，\\n<SURNAME/>《月刊Coolest》要来取材，是真的吗？\\n<SURNAME/>该不会是冲你来的吧?"", ""\\n<SURNAME/>哟，<c12/>!<SURNAME/>听说有个消息，\n\\n<SURNAME/>《月刊Coolest》要来取材，真的吗？\n\\n<SURNAME/>该不会是冲你来的吧?""]"
merged_versions_conflict,script:452_8,script:452_8:diag3,frontend/public/games/p2is/groups/script_452_8.json,"
<SURNAME/>なんか急に可愛くなっちゃったのよ!
<SURNAME/>どういう事?<SURNAME/>もしかしてジヨーカー様?
<SURNAME/>ジヨーカー様をしたの?<SURNAME/>あの子!?","
<SURNAME/>她突然变可爱了！
<SURNAME/>怎么回事？<SURNAME/>难道是小丑大人？
<SURNAME/>她向小丑大人许愿了？<SURNAME/>那个女孩！？","[""\\n<SURNAME/>她却突然变可爱了！\\n<SURNAME/>这是怎么回事？<SURNAME/>难道说是JOKER大人？\\n<SURNAME/>她向JOKER大人许愿了？<SURNAME/>那个女孩！？"", ""\\n<SURNAME/>她突然变可爱了！\\n<SURNAME/>怎么回事？<SURNAME/>难道是小丑大人？\\n<SURNAME/>她向Joker大人许愿了？<SURNAME/>那个女孩！？\n""]","[""\\n<SURNAME/>她却突然变可爱了！\\n<SURNAME/>这是怎么回事？<SURNAME/>难道说是JOKER大人？\\n<SURNAME/>她向JOKER大人许愿了？<SURNAME/>那个女孩！？"", ""\\n<SURNAME/>她突然变可爱了！\\n<SURNAME/>怎么回事？<SURNAME/>难道是小丑大人？\\n<SURNAME/>她向Joker大人许愿了？<SURNAME/>那个女孩！？\n""]"
merged_versions_conflict,script:452_8,script:452_8:diag9,frontend/public/games/p2is/groups/script_452_8.json,"
<SURNAME/>ふふふ…<pause:30/>どう?<SURNAME/>私、綺麗になったでしょ?
<SURNAME/>これで今年のミスセブンスは私に決まり。
<SURNAME/>あんな、リサとかいう外人に負けるもんですか!","
<SURNAME/>呵呵呵…<pause:30/>怎么样？<SURNAME/>我变漂亮了吧？
<SURNAME/>这样今年的七姊妹小姐非我莫属。
<SURNAME/>才不会输给丽莎那种外国人呢！","[""\\n<SURNAME/>呵呵呵…<pause:30/>怎么样？<SURNAME/>我变漂亮了吧？\\n<SURNAME/>这样一来今年的七姐妹小姐非我莫属。\\n<SURNAME/>才不会输给丽莎那种外国人呢！"", ""\\n<SURNAME/>呵呵呵…<pause:30/>怎么样？<SURNAME/>我变漂亮了吧？\\n<SURNAME/>这样今年的七姐妹小姐非我莫属。\\n<SURNAME/>才不会输给丽莎那种外国人呢！""]","[""\\n<SURNAME/>呵呵呵…<pause:30/>怎么样？<SURNAME/>我变漂亮了吧？\\n<SURNAME/>这样一来今年的七姐妹小姐非我莫属。\\n<SURNAME/>才不会输给丽莎那种外国人呢！"", ""\\n<SURNAME/>呵呵呵…<pause:30/>怎么样？<SURNAME/>我变漂亮了吧？\\n<SURNAME/>这样今年的七姐妹小姐非我莫属。\\n<SURNAME/>才不会输给丽莎那种外国人呢！""]"
merged_versions_conflict,script:453_8,script:453_8:diag0,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>ちょ、ちょっと待ったぁ!!<pause:30/>
<SURNAME/><c12/>に取材ガ来てるのかい?<pause:30/>
<SURNAME/>しかもクーレストの!?","
<SURNAME/>等、等一下啊!!<pause:30/>
<SURNAME/>有记者来采访<c12/>吗？<pause:30/>
<SURNAME/>而且还是酷乐杂志的！？","[""\n<SURNAME/>等、等一下!!<pause:30/> \n<SURNAME/>有记者过来采访<c12/>吗？<pause:30/> \n<SURNAME/>而且还是Coolest杂志的！？"", ""<SURNAME/>等、等一下!!<pause:30/> <SURNAME/>有记者过来采访<c12/>吗？<pause:30/> <SURNAME/>而且还是Coolest杂志的！？""]","[""\n<SURNAME/>等、等一下!!<pause:30/> \n<SURNAME/>有记者过来采访<c12/>吗？<pause:30/> \n<SURNAME/>而且还是Coolest杂志的！？"", ""<SURNAME/>等、等一下!!<pause:30/> <SURNAME/>有记者过来采访<c12/>吗？<pause:30/> <SURNAME/>而且还是Coolest杂志的！？""]"
merged_versions_conflict,script:453_8,script:453_8:diag1,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>木ワァァァッツ!?<pause:30/><SURNAME/>なんでボクじゃないんだ!?<pause:30/>
<SURNAME/>この超絶美形のボクを取材せずして、
<SURNAME/>何のニュースをストリートすると言うんだあ!!","
<SURNAME/>木哇啊啊啊！？<pause:30/><SURNAME/>为什么不是我！？<pause:30/>
<SURNAME/>不采访我这个超级美男子，
<SURNAME/>还报道什么街头新闻啊！！","[""\n<SURNAME/>吼哇啊啊啊？！<pause:30/><SURNAME/>为什么不是我啊！？<pause:30/> \n<SURNAME/>不来采访我这个超级美男子， \n<SURNAME/>这还报道什么新闻啊！！"", ""<SURNAME/>齁哇啊啊啊！？<pause:30/><SURNAME/>为什么不是我！？<pause:30/> <SURNAME/>不采访我这个超级美男子， <SURNAME/>这还报道什么新闻啊！！""]","[""\n<SURNAME/>吼哇啊啊啊？！<pause:30/><SURNAME/>为什么不是我啊！？<pause:30/> \n<SURNAME/>不来采访我这个超级美男子， \n<SURNAME/>这还报道什么新闻啊！！"", ""<SURNAME/>齁哇啊啊啊！？<pause:30/><SURNAME/>为什么不是我！？<pause:30/> <SURNAME/>不采访我这个超级美男子， <SURNAME/>这还报道什么新闻啊！！""]"
merged_versions_conflict,script:453_8,script:453_8:diag10,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>はぁ!?<SURNAME/>あんたも、なに言ってんの!?<pause:30/>
<SURNAME/>ジヨーカーなんかに頼んなくたって、
<SURNAME/>あんたなんか目じゃないよ!!","
<SURNAME/>哈啊！？<SURNAME/>你也，说什么呢！？<pause:30/>
<SURNAME/>不靠小丑帮忙，
<SURNAME/>你这种货色我根本不放在眼里！！","[""\n<SURNAME/>哈啊！？<SURNAME/>你在胡说八道些什么呢！？<pause:30/> \n<SURNAME/>就算不靠JOKER帮忙， \n<SURNAME/>你这种货色我也根本不会放在眼里！！"", ""<SURNAME/>哈啊！？<SURNAME/>你胡说八道些什么呢！？<pause:30/> <SURNAME/>就算我不靠JOKER帮忙， <SURNAME/>你这种货色我也根本不放在眼里！！""]","[""\n<SURNAME/>哈啊！？<SURNAME/>你在胡说八道些什么呢！？<pause:30/> \n<SURNAME/>就算不靠JOKER帮忙， \n<SURNAME/>你这种货色我也根本不会放在眼里！！"", ""<SURNAME/>哈啊！？<SURNAME/>你胡说八道些什么呢！？<pause:30/> <SURNAME/>就算我不靠JOKER帮忙， <SURNAME/>你这种货色我也根本不放在眼里！！""]"
merged_versions_conflict,script:453_8,script:453_8:diag11,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>大体そんな性格だから、<c13/>にも振られんのよ!<pause:30/>
<SURNAME/>この学校、マジでこんなヤツばっか!!
<SURNAME/>みんな、呪いでもなんでもかかればいいんだ!!","
<SURNAME/>说到底就你这性格，<c13/>才甩了你！<pause:30/>
<SURNAME/>这学校，真的全是这种家伙！！
<SURNAME/>大家，被诅咒还是什么都无所谓啦！！","[""\n<SURNAME/>说到底就是因为你这副德性，<c13/>才会甩了你！<pause:30/> \n<SURNAME/>这学校净是这种家伙！！我管你们 \n<SURNAME/>是被诅咒了还是怎样，全都给我中招好了！！"", ""<SURNAME/>说到底就是因为你这副德性，<c13/>才会甩了你！<pause:30/> <SURNAME/>这学校净他妈是这种人！！我管你们 <SURNAME/>是被诅咒了还是怎样，全都给我中招好了！！"", ""<SURNAME/>说到底就是因为你这副德性，<c13/>才会甩了你！<pause:30/> <SURNAME/>这学校净他妈是这种人！！ <SURNAME/>我管你们是被诅咒了还是怎样，全都给我中招好了！！""]","[""\n<SURNAME/>说到底就是因为你这副德性，<c13/>才会甩了你！<pause:30/> \n<SURNAME/>这学校净是这种家伙！！我管你们 \n<SURNAME/>是被诅咒了还是怎样，全都给我中招好了！！"", ""<SURNAME/>说到底就是因为你这副德性，<c13/>才会甩了你！<pause:30/> <SURNAME/>这学校净他妈是这种人！！我管你们 <SURNAME/>是被诅咒了还是怎样，全都给我中招好了！！"", ""<SURNAME/>说到底就是因为你这副德性，<c13/>才会甩了你！<pause:30/> <SURNAME/>这学校净他妈是这种人！！ <SURNAME/>我管你们是被诅咒了还是怎样，全都给我中招好了！！""]"
merged_versions_conflict,script:453_8,script:453_8:diag12,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>はぁ!?<SURNAME/>あんた、まだなんか言ってんの!?<pause:30/>
<SURNAME/>何度も言ってるけど、
<SURNAME/>あんたなんか相手になんないんだよ!!","
<SURNAME/>哈啊！？<SURNAME/>你，还在说什么！？<pause:30/>
<SURNAME/>说多少遍了，
<SURNAME/>你这种货色根本不配当对手！！","[""\n<SURNAME/>哈啊！？<SURNAME/>你怎么还在说这种话！？<pause:30/> \n<SURNAME/>我都说多少遍了， \n<SURNAME/>像你这种货色根本不配当我的对手！！"", ""<SURNAME/>哈啊！？<SURNAME/>你怎么还再说这种话！？<pause:30/> <SURNAME/>我都说多少遍了， <SURNAME/>像你这种货色根本不配当对手！！""]","[""\n<SURNAME/>哈啊！？<SURNAME/>你怎么还在说这种话！？<pause:30/> \n<SURNAME/>我都说多少遍了， \n<SURNAME/>像你这种货色根本不配当我的对手！！"", ""<SURNAME/>哈啊！？<SURNAME/>你怎么还再说这种话！？<pause:30/> <SURNAME/>我都说多少遍了， <SURNAME/>像你这种货色根本不配当对手！！""]"
merged_versions_conflict,script:453_8,script:453_8:diag15,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>リサって、他の子にはちょっと冷たいのかな…?<pause:30/>
<SURNAME/><c13/>クンにはあんなに打ち解けてるのに…","
<SURNAME/>丽莎，对其他孩子有点冷淡呢…？<pause:30/>
<SURNAME/>对<c13/>君却那么亲近…","[""\n<SURNAME/>莉莎，对其他孩子有点冷漠呢…？<pause:30/> \n<SURNAME/>对<c13/>君却那么亲近…"", ""<SURNAME/>莉莎，对其他孩子有点冷淡呢…？<pause:30/> <SURNAME/>对<c13/>君却那么亲近…""]","[""\n<SURNAME/>莉莎，对其他孩子有点冷漠呢…？<pause:30/> \n<SURNAME/>对<c13/>君却那么亲近…"", ""<SURNAME/>莉莎，对其他孩子有点冷淡呢…？<pause:30/> <SURNAME/>对<c13/>君却那么亲近…""]"
merged_versions_conflict,script:453_8,script:453_8:diag16,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>ううん…冷たいってのとも、ちょっと違うかな…<pause:30/>
<SURNAME/>あの洋子って子ガ特別なわけでもなさそうだし…<pause:30/>
<SURNAME/>別に、イジメられてるわけでもないんだよね?","
<SURNAME/>唔…说冷淡也不太对…<pause:30/>
<SURNAME/>那个叫洋子的女孩也不像是特别的…<pause:30/>
<SURNAME/>而且，也不是被欺负吧？","[""\n<SURNAME/>唔…说冷漠也不太对…<pause:30/> \n<SURNAME/>那个叫洋子的孩子看起来也没什么特别的…<pause:30/> \n<SURNAME/>应该不是被欺负了，对吧？"", ""<SURNAME/>唔…说冷淡也不太对…<pause:30/> <SURNAME/>那个叫洋子的孩子看起来也没什么特别的…<pause:30/> <SURNAME/>应该不是被欺负了，对吧？""]","[""\n<SURNAME/>唔…说冷漠也不太对…<pause:30/> \n<SURNAME/>那个叫洋子的孩子看起来也没什么特别的…<pause:30/> \n<SURNAME/>应该不是被欺负了，对吧？"", ""<SURNAME/>唔…说冷淡也不太对…<pause:30/> <SURNAME/>那个叫洋子的孩子看起来也没什么特别的…<pause:30/> <SURNAME/>应该不是被欺负了，对吧？""]"
merged_versions_conflict,script:453_8,script:453_8:diag17,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>リサ…
<SURNAME/>本気であんな事言ってるんじゃないと思うな。<pause:30/>
<SURNAME/>多分、なにかトラウマガあるんだよ…","
<SURNAME/>丽莎…
<SURNAME/>她不是真心说那种话的。<pause:30/>
<SURNAME/>大概，她有什么心理创伤吧…","[""\n<SURNAME/>莉莎… \n<SURNAME/>她应该不是真心说出那种话的吧。<pause:30/> \n<SURNAME/>大概，是有什么心理创伤吧…"", ""<SURNAME/>莉莎… <SURNAME/>她不是真心说那种话的。<pause:30/> <SURNAME/>大概，她有什么心理创伤吧…""]","[""\n<SURNAME/>莉莎… \n<SURNAME/>她应该不是真心说出那种话的吧。<pause:30/> \n<SURNAME/>大概，是有什么心理创伤吧…"", ""<SURNAME/>莉莎… <SURNAME/>她不是真心说那种话的。<pause:30/> <SURNAME/>大概，她有什么心理创伤吧…""]"
merged_versions_conflict,script:453_8,script:453_8:diag18,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>だって、<c13/>クンにはあんなに優しいでしょ?<pause:30/>
<SURNAME/>ちょっと冷たく見えることもあるけど、
<SURNAME/>本当は思いやりのある子だと思うな。","
<SURNAME/>因为，<c13/>健对她不是那么温柔吗?<pause:30/>
<SURNAME/>虽然有时看起来有点冷淡，
<SURNAME/>但其实是个体贴的孩子。","[""\n<SURNAME/>因为，她对<c13/>君很温柔不是吗?<pause:30/> \n<SURNAME/>虽然有时看起来有点冷漠， \n<SURNAME/>但我觉得她其实是个体贴的孩子。"", ""<SURNAME/>因为，她对<c13/>君很温柔不是吗?<pause:30/> <SURNAME/>虽然有时看起来有点冷淡， <SURNAME/>但我觉得她其实是个体贴的孩子。""]","[""\n<SURNAME/>因为，她对<c13/>君很温柔不是吗?<pause:30/> \n<SURNAME/>虽然有时看起来有点冷漠， \n<SURNAME/>但我觉得她其实是个体贴的孩子。"", ""<SURNAME/>因为，她对<c13/>君很温柔不是吗?<pause:30/> <SURNAME/>虽然有时看起来有点冷淡， <SURNAME/>但我觉得她其实是个体贴的孩子。""]"
merged_versions_conflict,script:453_8,script:453_8:diag19,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>リサのヤツ、結構キツイこと言うね〜<pause:30/>
<SURNAME/>まあ、あんなこと言われりゃ、
<SURNAME/>アタマにもくるだろうけどさ。","
<SURNAME/>丽莎那家伙，说话挺刻薄的〜<pause:30/>
<SURNAME/>嘛，被那么说，
<SURNAME/>谁都会生气吧。","[""\n<SURNAME/>莉莎那家伙，说话还挺刻薄的呢〜<pause:30/> \n<SURNAME/>不过也是，被人那样说了 \n<SURNAME/>谁都会生气的吧。"", ""<SURNAME/>莉莎那家伙，说话还挺刻薄的〜<pause:30/> <SURNAME/>不过也算，被那样说了 <SURNAME/>谁都会生气的吧。"", ""<SURNAME/>丽莎那家伙，说话还挺刻薄的〜<pause:30/> <SURNAME/>不过也算，被那样说了 <SURNAME/>谁都会生气的吧。""]","[""\n<SURNAME/>莉莎那家伙，说话还挺刻薄的呢〜<pause:30/> \n<SURNAME/>不过也是，被人那样说了 \n<SURNAME/>谁都会生气的吧。"", ""<SURNAME/>莉莎那家伙，说话还挺刻薄的〜<pause:30/> <SURNAME/>不过也算，被那样说了 <SURNAME/>谁都会生气的吧。"", ""<SURNAME/>丽莎那家伙，说话还挺刻薄的〜<pause:30/> <SURNAME/>不过也算，被那样说了 <SURNAME/>谁都会生气的吧。""]"
merged_versions_conflict,script:453_8,script:453_8:diag2,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>お!?<pause:30/>
<SURNAME/>ギンコガキレやガった〜♪
<SURNAME/>人の尻見て我ガ尻なおせ〜♪","
<SURNAME/>哦！？<pause:30/>
<SURNAME/>银子发飙啦～♪
<SURNAME/>看人屁股改自己屁股～♪","[""\n<SURNAME/>哦？！\n<pause:30/> <SURNAME/>银子发飙啦～♪ \n<SURNAME/>看见别人屁股歪，就忙着去掰自己的屁股～♪～♪"", ""<SURNAME/>哦！？<pause:30/> <SURNAME/>银子发飙啦～♪ <SURNAME/>看人屁股，修正自己屁股～♪""]","[""\n<SURNAME/>哦？！\n<pause:30/> <SURNAME/>银子发飙啦～♪ \n<SURNAME/>看见别人屁股歪，就忙着去掰自己的屁股～♪～♪"", ""<SURNAME/>哦！？<pause:30/> <SURNAME/>银子发飙啦～♪ <SURNAME/>看人屁股，修正自己屁股～♪""]"
merged_versions_conflict,script:453_8,script:453_8:diag20,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>リサのヤツ、まだやってんのかい?<pause:30/>
<SURNAME/>しかし、ありゃ言い過ぎだね。
<SURNAME/>まるで、誰も信じてないみたいじゃないか…","
<SURNAME/>丽莎那家伙，还在搞吗?<pause:30/>
<SURNAME/>不过，那说得太过分了。
<SURNAME/>简直就像谁都不信似的…","[""\n<SURNAME/>莉莎那家伙，还在争啊?<pause:30/> \n<SURNAME/>不过，那说得也太过分了。 \n<SURNAME/>就像谁都不相信似的…"", ""<SURNAME/>莉莎那家伙，还在争啊?<pause:30/> <SURNAME/>不过，那说得太过分了。 <SURNAME/>就像谁都不相信似的…"", ""<SURNAME/>丽莎那家伙，还在争啊?<pause:30/> <SURNAME/>不过，那说得太过分了。 <SURNAME/>就像谁都不相信似的…""]","[""\n<SURNAME/>莉莎那家伙，还在争啊?<pause:30/> \n<SURNAME/>不过，那说得也太过分了。 \n<SURNAME/>就像谁都不相信似的…"", ""<SURNAME/>莉莎那家伙，还在争啊?<pause:30/> <SURNAME/>不过，那说得太过分了。 <SURNAME/>就像谁都不相信似的…"", ""<SURNAME/>丽莎那家伙，还在争啊?<pause:30/> <SURNAME/>不过，那说得太过分了。 <SURNAME/>就像谁都不相信似的…""]"
merged_versions_conflict,script:453_8,script:453_8:diag21,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>顔に自信のある女ってな、大変だねぇ…<pause:30/>
<SURNAME/>ま、アタシにゃ縁のない世界だね。","
<SURNAME/>对自己脸蛋有自信的女人，真辛苦啊…<pause:30/>
<SURNAME/>嘛，跟我无缘的世界呢。","[""\n<SURNAME/>对自己的脸蛋有自信的女人，真辛苦啊…<pause:30/> \n<SURNAME/>嘛，是跟我无缘的世界呢。"", ""<SURNAME/>对自己脸蛋有自信的女人，真辛苦啊…<pause:30/> <SURNAME/>嘛，是跟我无缘的世界呢。""]","[""\n<SURNAME/>对自己的脸蛋有自信的女人，真辛苦啊…<pause:30/> \n<SURNAME/>嘛，是跟我无缘的世界呢。"", ""<SURNAME/>对自己脸蛋有自信的女人，真辛苦啊…<pause:30/> <SURNAME/>嘛，是跟我无缘的世界呢。""]"
merged_versions_conflict,script:453_8,script:453_8:diag23,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>2人で来ててさ、どっちもスッゲー美人だったぜ!
<SURNAME/>しかしよお、なんでお前の周りばっか、
<SURNAME/>こう美人ガ集まるのかねぇ…","
<SURNAME/>两个人一起来的，两个都是超级美女啊!
<SURNAME/>但是啊，为什么你周围总是
<SURNAME/>聚集这样的美女呢…","[""\n<SURNAME/>是两个人一起来的，不管哪个都是超级美女啊! \n<SURNAME/>但是话说回来啊，为什么你周围总是能\n<SURNAME/>聚集这样的美女呢…"", ""<SURNAME/>两个人一起来的，不管哪个都是超级美女啊! <SURNAME/>但是话说回来啊，为什么你周围总是能<SURNAME/>聚集这样的美女呢…"", ""<SURNAME/>两个人一起来的，不管哪个都是超级美女啊! <SURNAME/>但是话说回来啊，为什么你周围总是 能<SURNAME/>聚集这样的美女呢…""]","[""\n<SURNAME/>是两个人一起来的，不管哪个都是超级美女啊! \n<SURNAME/>但是话说回来啊，为什么你周围总是能\n<SURNAME/>聚集这样的美女呢…"", ""<SURNAME/>两个人一起来的，不管哪个都是超级美女啊! <SURNAME/>但是话说回来啊，为什么你周围总是能<SURNAME/>聚集这样的美女呢…"", ""<SURNAME/>两个人一起来的，不管哪个都是超级美女啊! <SURNAME/>但是话说回来啊，为什么你周围总是 能<SURNAME/>聚集这样的美女呢…""]"
merged_versions_conflict,script:453_8,script:453_8:diag24,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>俺だってなあ、こんな顔になってなけりゃ、
<SURNAME/>結構イケてるほうだったんだけどなぁ…","
<SURNAME/>我啊，要不是变成这副脸，
<SURNAME/>还挺帅的呢…","[""\n<SURNAME/>我啊，要不是变成这样的脸， \n<SURNAME/>其实还挺帅的呢…"", ""<SURNAME/>我啊，要不是变成这副脸， <SURNAME/>其实还挺帅的呢…""]","[""\n<SURNAME/>我啊，要不是变成这样的脸， \n<SURNAME/>其实还挺帅的呢…"", ""<SURNAME/>我啊，要不是变成这副脸， <SURNAME/>其实还挺帅的呢…""]"
merged_versions_conflict,script:453_8,script:453_8:diag25,frontend/public/games/p2is/groups/script_453_8.json,"
<SURNAME/>おい、<c12/>!
<SURNAME/>あのお姉さんたちだよ、お前を探してたのはさ。
<SURNAME/>え?<SURNAME/>知ってるって?","
<SURNAME/>喂，<c12/>!
<SURNAME/>是那些姐姐们啊，在找你的。
<SURNAME/>咦?<SURNAME/>你说知道?","[""\n<SURNAME/>喂，<c12/>! \n<SURNAME/>一直在找你的，就是那两个大姐姐哦。 \n<SURNAME/>咦?<SURNAME/>你说你知道?"", ""<SURNAME/>喂，<c12/>! <SURNAME/>找你的就是那两个姐姐啊。 <SURNAME/>咦?<SURNAME/>你说你知道?""]","[""\n<SURNAME/>喂，<c12/>! \n<SURNAME/>一直在找你的，就是那两个大姐姐哦。 \n<SURNAME/>咦?<SURNAME/>你说你知道?"", ""<SURNAME/>喂，<c12/>! <SURNAME/>找你的就是那两个姐姐啊。 <SURNAME/>咦?<SURNAME/>你说你知道?""]"
